110000 26711 11037 1.50545 8 21443.5 169500 278294 420212 520312 562668 624240 715169 13745.2 82718.2 141327 174184 167733 229923 215424 216663
220000 27223 23288 3.32066 8 11148.2 295187 517570 777976 1.11137e+06 1.03363e+06 1.10854e+06 1.21222e+06 5399.48 128710 231522 225325 161492 342967 387349 281388
330000 27045 16660 3.32932 8 0 313828 512844 769258 1.08184e+06 1.01433e+06 1.04725e+06 1.24208e+06 0 154307 245418 220217 170730 366136 365351 207170
440000 30458 29610 2.63718 8 57135.3 322560 504686 647566 1.10133e+06 997021 1.16623e+06 1.20227e+06 25438 157596 239590 259556 198852 299131 405394 376174
550000 26844 5060 1.21032 8 136899 318229 479030 655709 846289 993169 1.14957e+06 1.35099e+06 60149.3 155689 216038 322072 384993 284624 317458 248894
660000 25630 4348 1.1267 8 164792 304238 483749 667438 835172 1.01704e+06 1.19802e+06 1.35597e+06 75488.5 143936 193235 321577 296250 255214 253002 324832
770000 27564 3454 1.11901 8 161445 292215 478555 678020 864422 1.02243e+06 1.20497e+06 1.34535e+06 104755 140064 170678 333692 395902 338425 282756 261200
880000 27478 2564 1.24815 8 135159 319898 477229 654407 839683 1.01442e+06 1.23355e+06 1.38699e+06 68717.6 107603 246137 305413 333635 298106 270655 284073
990000 24196 3692 1.5463 8 128566 319035 464240 652153 864814 1.00254e+06 1.19296e+06 1.3223e+06 60933 92117 162605 322071 247003 324648 294917 404153
1100000 26387 11421 1.46981 8 139716 324335 482807 700970 895787 969059 1.17369e+06 1.33406e+06 64456.4 146301 198484 301272 240014 301766 312462 459835
1199000 23160 13160 2.22883 8 77068.3 328119 550905 787718 837727 948043 1.17202e+06 1.25755e+06 36203.8 151650 247547 239509 288672 264191 276696 380588
